Tên vật phẩm,Bản đồ,Hình ảnh,Tốc độ di chuyển,Máu,Tỉ lệ chí mạng,Sát thương phép,Năng lượng,Giáp,Kháng phép,Sát thương vật lý,Tốc độ đánh,Hút máu,Hồi máu,Tỉ lệ tốc độ di chuyển,Giá nâng cấp,Giá mua,Giá bán,Giá trị chỉ số,Hiệu quả,Chỉ số
Giày Cuồng Nộ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3006.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,500,1100,770,1266.304347826087,1.1511857707509883,"Tốc độ di chuyển: 45.0 
 Tốc độ đánh: 0.35 
"
Giày Bạc,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3009.png,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,900,630,521.7391304347826,0.5797101449275363,"Tốc độ di chuyển: 60.0 
"
Giày Bạc,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3009.png,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,900,630,521.7391304347826,0.5797101449275363,"Tốc độ di chuyển: 60.0 
"
Giày Bạc,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3009.png,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,900,630,521.7391304347826,0.5797101449275363,"Tốc độ di chuyển: 60.0 
"
Bình Thải Hóa Dược,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3011.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,2100,1470,350.0,0.16666666666666666,"Sát thương phép: 35.0 
"
Bình Thải Hóa Dược,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3011.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,2100,1470,350.0,0.16666666666666666,"Sát thương phép: 35.0 
"
Bình Thải Hóa Dược,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3011.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,2100,1470,350.0,0.16666666666666666,"Sát thương phép: 35.0 
"
Chén Thánh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3012.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,950,665,320.0,0.3368421052631579,"Máu: 200.0 
"
Chén Thánh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3012.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,950,665,320.0,0.3368421052631579,"Máu: 200.0 
"
Chén Thánh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3012.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,950,665,320.0,0.3368421052631579,"Máu: 200.0 
"
Giày Pháp Sư,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3020.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1100,770,391.30434782608694,0.3557312252964427,"Tốc độ di chuyển: 45.0 
"
Giày Pháp Sư,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3020.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1100,770,391.30434782608694,0.3557312252964427,"Tốc độ di chuyển: 45.0 
"
Giày Pháp Sư,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3020.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1100,770,391.30434782608694,0.3557312252964427,"Tốc độ di chuyển: 45.0 
"
Dây Chuyền Sinh Mệnh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3023.png,0.0,150.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,1050,735,740.0,0.7047619047619048,"Máu: 150.0 
 Giáp: 25.0 
"
Dây Chuyền Sinh Mệnh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3023.png,0.0,150.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,1050,735,740.0,0.7047619047619048,"Máu: 150.0 
 Giáp: 25.0 
"
Dây Chuyền Sinh Mệnh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3023.png,0.0,150.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,1050,735,740.0,0.7047619047619048,"Máu: 150.0 
 Giáp: 25.0 
"
Lá Chắn Mãnh Sư,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3024.png,0.0,0.0,0.0,0.0,250.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,250,900,630,750.0,0.8333333333333334,"Năng lượng: 250.0 
 Giáp: 20.0 
"
Lá Chắn Mãnh Sư,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3024.png,0.0,0.0,0.0,0.0,250.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,250,900,630,750.0,0.8333333333333334,"Năng lượng: 250.0 
 Giáp: 20.0 
"
Lá Chắn Mãnh Sư,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3024.png,0.0,0.0,0.0,0.0,250.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,250,900,630,750.0,0.8333333333333334,"Năng lượng: 250.0 
 Giáp: 20.0 
"
Giáp Thiên Thần,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3026.png,0.0,0.0,0.0,0.0,0.0,40.0,0.0,45.0,0.0,0.0,0.0,0.0,150,3000,1200,1700.0,0.5666666666666667,"Giáp: 40.0 
 Sát thương vật lý: 45.0 
"
Vô Cực Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3031.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,625,3400,2380,2200.0,0.6470588235294118,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 70.0 
"
Vô Cực Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3031.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,625,3400,2380,2200.0,0.6470588235294118,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 70.0 
"
Vô Cực Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3031.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,625,3400,2380,2200.0,0.6470588235294118,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 70.0 
"
Lời Nhắc Tử Vong,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3033.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,150,3000,2100,1600.0,0.5333333333333333,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 40.0 
"
Lời Nhắc Tử Vong,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3033.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,150,3000,2100,1600.0,0.5333333333333333,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 40.0 
"
Lời Nhắc Tử Vong,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3033.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,150,3000,2100,1600.0,0.5333333333333333,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 40.0 
"
Cung Xanh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3035.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,750,1450,1015,400.0,0.27586206896551724,"Sát thương vật lý: 20.0 
"
Cung Xanh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3035.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,750,1450,1015,400.0,0.27586206896551724,"Sát thương vật lý: 20.0 
"
Cung Xanh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3035.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,750,1450,1015,400.0,0.27586206896551724,"Sát thương vật lý: 20.0 
"
Nỏ Thần Dominik,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3036.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,950,3000,2100,1500.0,0.5,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 35.0 
"
Nỏ Thần Dominik,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3036.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,950,3000,2100,1500.0,0.5,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 35.0 
"
Nỏ Thần Dominik,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3036.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,950,3000,2100,1500.0,0.5,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 35.0 
"
Quyền Trượng Đại Thiên Sứ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3040.png,0.0,200.0,0.0,70.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,3000,2100,2224.0,0.7413333333333333,"Máu: 200.0 
 Sát thương phép: 70.0 
 Năng lượng: 860.0 
"
Quyền Trượng Đại Thiên Sứ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3040.png,0.0,200.0,0.0,70.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,3000,2100,2224.0,0.7413333333333333,"Máu: 200.0 
 Sát thương phép: 70.0 
 Năng lượng: 860.0 
"
Quyền Trượng Đại Thiên Sứ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3040.png,0.0,200.0,0.0,70.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,3000,2100,2224.0,0.7413333333333333,"Máu: 200.0 
 Sát thương phép: 70.0 
 Năng lượng: 860.0 
"
Sách Chiêu Hồn Mejai,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3041.png,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250,1600,1120,360.0,0.225,"Máu: 100.0 
 Sát thương phép: 20.0 
"
Thần Kiếm Muramana,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3042.png,0.0,0.0,0.0,0.0,860.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3000,3000,2100,1904.0,0.6346666666666667,"Năng lượng: 860.0 
 Sát thương vật lý: 35.0 
"
Thần Kiếm Muramana,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3042.png,0.0,0.0,0.0,0.0,860.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3000,3000,2100,1904.0,0.6346666666666667,"Năng lượng: 860.0 
 Sát thương vật lý: 35.0 
"
Thần Kiếm Muramana,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3042.png,0.0,0.0,0.0,0.0,860.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3000,3000,2100,1904.0,0.6346666666666667,"Năng lượng: 860.0 
 Sát thương vật lý: 35.0 
"
Búa Gỗ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3044.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,350,1100,770,620.0,0.5636363636363636,"Máu: 200.0 
 Sát thương vật lý: 15.0 
"
Búa Gỗ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3044.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,350,1100,770,620.0,0.5636363636363636,"Máu: 200.0 
 Sát thương vật lý: 15.0 
"
Búa Gỗ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3044.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,350,1100,770,620.0,0.5636363636363636,"Máu: 200.0 
 Sát thương vật lý: 15.0 
"
Ma Vũ Song Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3046.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20.0,0.3,0.0,0.0,0.07,600,2800,1960,3490.0,1.2464285714285714,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 20.0 
 Tốc độ đánh: 0.3 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Ma Vũ Song Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3046.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20.0,0.3,0.0,0.0,0.07,600,2800,1960,3490.0,1.2464285714285714,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 20.0 
 Tốc độ đánh: 0.3 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Ma Vũ Song Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3046.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20.0,0.3,0.0,0.0,0.07,600,2800,1960,3490.0,1.2464285714285714,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 20.0 
 Tốc độ đánh: 0.3 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Giày Thép Gai,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3047.png,45.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,500,1100,770,791.304347826087,0.7193675889328064,"Tốc độ di chuyển: 45.0 
 Giáp: 20.0 
"
Giày Thép Gai,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3047.png,45.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,500,1100,770,791.304347826087,0.7193675889328064,"Tốc độ di chuyển: 45.0 
 Giáp: 20.0 
"
Giày Thép Gai,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3047.png,45.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,500,1100,770,791.304347826087,0.7193675889328064,"Tốc độ di chuyển: 45.0 
 Giáp: 20.0 
"
Tụ Bão Zeke,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3050.png,0.0,200.0,0.0,0.0,250.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,250,2200,1540,1570.0,0.7136363636363636,"Máu: 200.0 
 Năng lượng: 250.0 
 Giáp: 45.0 
"
Tụ Bão Zeke,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3050.png,0.0,200.0,0.0,0.0,250.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,250,2200,1540,1570.0,0.7136363636363636,"Máu: 200.0 
 Năng lượng: 250.0 
 Giáp: 45.0 
"
Tụ Bão Zeke,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3050.png,0.0,200.0,0.0,0.0,250.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,250,2200,1540,1570.0,0.7136363636363636,"Máu: 200.0 
 Năng lượng: 250.0 
 Giáp: 45.0 
"
Rìu Nhanh Nhẹn,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3051.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.15,0.0,0.0,0.0,100,1100,770,775.0,0.7045454545454546,"Sát thương vật lý: 20.0 
 Tốc độ đánh: 0.15 
"
Rìu Nhanh Nhẹn,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3051.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.15,0.0,0.0,0.0,100,1100,770,775.0,0.7045454545454546,"Sát thương vật lý: 20.0 
 Tốc độ đánh: 0.15 
"
Rìu Nhanh Nhẹn,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3051.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.15,0.0,0.0,0.0,100,1100,770,775.0,0.7045454545454546,"Sát thương vật lý: 20.0 
 Tốc độ đánh: 0.15 
"
Móng Vuốt Sterak,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3053.png,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,3100,2170,640.0,0.2064516129032258,"Máu: 400.0 
"
Móng Vuốt Sterak,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3053.png,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,3100,2170,640.0,0.2064516129032258,"Máu: 400.0 
"
Móng Vuốt Sterak,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3053.png,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,3100,2170,640.0,0.2064516129032258,"Máu: 400.0 
"
Thủy Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3057.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,700,490,0.0,0.0,
Thủy Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3057.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,700,490,0.0,0.0,
Thủy Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3057.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,700,490,0.0,0.0,
Giáp Tâm Linh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3065.png,0.0,450.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,850,2900,2030,1620.0,0.5586206896551724,"Máu: 450.0 
 Kháng phép: 50.0 
"
Giáp Tâm Linh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3065.png,0.0,450.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,850,2900,2030,1620.0,0.5586206896551724,"Máu: 450.0 
 Kháng phép: 50.0 
"
Giáp Tâm Linh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3065.png,0.0,450.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,850,2900,2030,1620.0,0.5586206896551724,"Máu: 450.0 
 Kháng phép: 50.0 
"
Đai Thanh Thoát,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3066.png,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,800,560,240.0,0.3,"Máu: 150.0 
"
Đai Thanh Thoát,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3066.png,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,800,560,240.0,0.3,"Máu: 150.0 
"
Đai Thanh Thoát,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3066.png,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,800,560,240.0,0.3,"Máu: 150.0 
"
Hỏa Ngọc,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3067.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,800,560,320.0,0.4,"Máu: 200.0 
"
Hỏa Ngọc,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3067.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,800,560,320.0,0.4,"Máu: 200.0 
"
Hỏa Ngọc,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3067.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,800,560,320.0,0.4,"Máu: 200.0 
"
Khiên Thái Dương,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3068.png,0.0,500.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,900,2700,1890,1800.0,0.6666666666666666,"Máu: 500.0 
 Giáp: 50.0 
"
Khiên Thái Dương,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3068.png,0.0,500.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,900,2700,1890,1800.0,0.6666666666666666,"Máu: 500.0 
 Giáp: 50.0 
"
Khiên Thái Dương,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3068.png,0.0,500.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,900,2700,1890,1800.0,0.6666666666666666,"Máu: 500.0 
 Giáp: 50.0 
"
Nước Mắt Nữ Thần,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3070.png,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,400,280,336.0,0.84,"Năng lượng: 240.0 
"
Nước Mắt Nữ Thần,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3070.png,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,400,280,336.0,0.84,"Năng lượng: 240.0 
"
Nước Mắt Nữ Thần,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3070.png,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,400,280,336.0,0.84,"Năng lượng: 240.0 
"
Rìu Đen,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3071.png,0.0,400.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,850,3100,2170,1640.0,0.5290322580645161,"Máu: 400.0 
 Sát thương vật lý: 50.0 
"
Rìu Đen,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3071.png,0.0,400.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,850,3100,2170,1640.0,0.5290322580645161,"Máu: 400.0 
 Sát thương vật lý: 50.0 
"
Rìu Đen,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3071.png,0.0,400.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,850,3100,2170,1640.0,0.5290322580645161,"Máu: 400.0 
 Sát thương vật lý: 50.0 
"
Huyết Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3072.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,55.0,0.0,0.18,0.0,0.0,400,3200,2240,4214.285714285714,1.3169642857142856,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 55.0 
 Hút máu: 0.18 
"
Huyết Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3072.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,55.0,0.0,0.18,0.0,0.0,400,3200,2240,4214.285714285714,1.3169642857142856,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 55.0 
 Hút máu: 0.18 
"
Huyết Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3072.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,55.0,0.0,0.18,0.0,0.0,400,3200,2240,4214.285714285714,1.3169642857142856,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 55.0 
 Hút máu: 0.18 
"
Rìu Mãng Xà,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3074.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.1,0.0,0.0,200,3400,2380,2585.7142857142853,0.7605042016806721,"Sát thương vật lý: 65.0 
 Hút máu: 0.1 
"
Rìu Mãng Xà,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3074.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.1,0.0,0.0,200,3400,2380,2585.7142857142853,0.7605042016806721,"Sát thương vật lý: 65.0 
 Hút máu: 0.1 
"
Rìu Mãng Xà,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3074.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.1,0.0,0.0,200,3400,2380,2585.7142857142853,0.7605042016806721,"Sát thương vật lý: 65.0 
 Hút máu: 0.1 
"
Giáp Gai,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3075.png,0.0,350.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2700,1890,1960.0,0.725925925925926,"Máu: 350.0 
 Giáp: 70.0 
"
Giáp Gai,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3075.png,0.0,350.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2700,1890,1960.0,0.725925925925926,"Máu: 350.0 
 Giáp: 70.0 
"
Giáp Gai,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3075.png,0.0,350.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2700,1890,1960.0,0.725925925925926,"Máu: 350.0 
 Giáp: 70.0 
"
Áo Choàng Gai,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3076.png,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,200,800,560,600.0,0.75,"Giáp: 30.0 
"
